title	id	price	clicks	unpaid clicks	availability	Dynamic Remarketing - active	Enhanced free listings - active	Enhanced free listings - disapproved or invalid	Free listings - Plus - active	Free listings - Plus - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	country	language	additional image link	adult	bases	brand	brazos	color	description	gtin	identifier exists	image link	is bundle	item group id	link	medidas	product type	shipping weight
Carretilla OE1 - Estante superior e inferior HZ820.2011SSNN-3	31_115	11400.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155733/Carretilla_OE1_estante_superior_e_inferior_canyon_01.png?v=637708828053800000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155948/Mesa_y_Carretillo_OE1_Canyon.jpg?v=637708829083670000	no		Diseñado por Sam Hecht y Kim Colin		Canyon	"Para un trabajo ágil, obtenga un almacenamiento que vaya con el flujo. Diseñado con flexibilidad y usos versátiles en mente, este moderno carrito de oficina ofrece almacenamiento personal sobre la marcha en un perfil delgado y minimalista. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ820.2011SSNN-3"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155733/Carretilla_OE1_estante_superior_e_inferior_canyon_01.png?v=637708828053800000	no	31	https://store.hermanmiller.com.mx/carretilla-oe1-estante-superior-e-inferior/p?idsku=115		Accesorios > Carritos de Almacenamiento	1 g
Aeron Gaming AER1GC23DW-1	46_144	30900.00 MXN	11	16	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155794/Aeron_Gaming_03.jpg?v=637708828397800000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155795/Aeron_Gaming_02.jpg?v=637708828408800000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155796/Aeron_Gaming_01.jpg?v=637708828421300000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155797/Aeron_Gaming_04.jpg?v=637708828434470000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155798/Aeron_Gaming_05.jpg?v=637708828445230000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155799/Aeron_Gaming_06.jpg?v=637708828459970000	no		Diseñado por Don Chadwick y Bill Stumpf			"Silla Aeron Gaming C 
 AER1GC23DW-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155794/Aeron_Gaming_03.jpg?v=637708828397800000	no	46	https://store.hermanmiller.com.mx/aeron-gaming/p?idsku=144	talla C	Gaming > Sillas Gaming	18.9 g
Sayl Gaming AS1SG23AA-3	47_147	20800.00 MXN	1	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155987/Sayl-Gaming_thumb_rojo.jpg?v=637710286623270000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156173/Sayl-Gaming_rojo_01.jpg?v=637710463530100000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156174/Sayl-Gaming_rojo_02.jpg?v=637710464063400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156175/Sayl-Gaming_rojo_03.jpg?v=637710464301600000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156176/Sayl-Gaming_rojo_04.jpg?v=637710465456570000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156177/Sayl-Gaming_rojo_05.jpg?v=637710465785130000	no		Diseñado por Yves Béhar		Rojo	"Silla Sayl Gaming Turquesa 
 AS1SG23AA-3"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156173/Sayl-Gaming_rojo_01.jpg?v=637710463530100000	no	47	https://store.hermanmiller.com.mx/sayl-gaming/p?idsku=147		Gaming > Sillas Gaming	19 g
Carretilla OE1 - Cajón superior + estante inferior HZ820.2011DSNN-5	32_123	12500.00 MXN	1	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155744/Carretilla_OE1_cajon_superior_-_estante_inferior_negro_01.png?v=637708828086170000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155956/Carretillo_OE1_negro.jpg?v=637708829097730000	no		Diseñado por Sam Hecht y Kim Colin		Negro	"Para un trabajo ágil, obtenga un almacenamiento que vaya con el flujo. Diseñado con flexibilidad y usos versátiles en mente, este moderno carrito de oficina ofrece almacenamiento personal sobre la marcha en un perfil delgado y minimalista. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ820.2011DSNN-5"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155744/Carretilla_OE1_cajon_superior_-_estante_inferior_negro_01.png?v=637708828086170000	no	32	https://store.hermanmiller.com.mx/carretilla-oe1-cajon-superior-estante-inferior/p?idsku=123		Accesorios > Carritos de Almacenamiento	1 g
Mesa Mini Motia 66666666	21_98	28600.00 MXN	0	0	in stock	MX		MX		MX		MX		MX	Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155684/Mini_motia_1.jpg?v=637708827803930000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155936/Mesa_Motia_y_Mini_Motia_Ash.jpg?v=637708829055670000	no		Diseñado por Herman Miller		Light Ash	"Eleve su espacio de trabajo a nuevas alturas: ¿busca mejorar la productividad y la salud? Encuentre más movimiento durante su día de trabajo con el escritorio Motia, una maravilla para sentarse y pararse que lo moverá de estar sentado a pararse (y viceversa) con solo tocar un botón. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 66666666"	66666666	yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155684/Mini_motia_1.jpg?v=637708827803930000	no	21	https://store.hermanmiller.com.mx/mesa-mini-motia/p?idsku=98	76 x 152 cm	Mesas > Sit-to-Stand	1 g
Silla Cosm Alta FLC162SFJ-8	5_26	48700.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155542/Cosm_respaldo_alto_brazo_leaf_carbon_1.jpg?v=637708826906000000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155865/Cosm_carbono.jpg?v=637708828918030000	no		Diseñado por Studio 7.5	brazo Leaf	Carbón	"El diseño ergonómico de la silla Cosm de respaldo alto te responde instantáneamente, brindándote el equilibrio y el apoyo que necesitas, y una sensación de ligereza que puede hacerte olvidar que estás sentado en una silla. En las opciones ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 FLC162SFJ-8"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155542/Cosm_respaldo_alto_brazo_leaf_carbon_1.jpg?v=637708826906000000	no	5	https://store.hermanmiller.com.mx/silla-cosm-alta/p?idsku=26		Sillas > Sillas para Oficinas	19 g
Motia Gaming DV6LGS.3060L04E1-1	49_152	32300.00 MXN	2	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155835/Mesa_Motia_Gaming_01.jpg?v=637708828806470000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155836/Mesa_Motia_Gaming_02.jpg?v=637708828821630000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155837/Mesa_Motia_Gaming_03.jpg?v=637708828834770000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155838/Mesa_Motia_Gaming_04.jpg?v=637708828842270000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155839/Mesa_Motia_Gaming_05.jpg?v=637708828847600000	no		Diseñado por Herman Miller		Negro	"Mesa Motia Gaming 
 DV6LGS.3060L04E1-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155835/Mesa_Motia_Gaming_01.jpg?v=637708828806470000	no	49	https://store.hermanmiller.com.mx/motia-gaming/p?idsku=152		Gaming > Mesa Gaming	25 g
Banco Nelson - Base Madera PB.72W-3	16_69	83900.00 MXN	4	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155644/Banco-Nelson_-Base-Madera_nogal_01.jpg?v=637708827552100000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155645/Banco-Nelson_Base-Madera_nogal_02.jpg?v=637708827556470000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155908/Banco_Nelson_Nogal.jpg?v=637708829000130000	no		Diseñado por George Nelson		Nogal	"Este banco con patas de metal o, alternativamente, una base de madera con bisagras, sigue siendo tan relevante hoy como lo fue en 1946, cuando George Nelson lo diseñó. Nelson creó su banco de listones para disuadir a las personas de sentarse durante demasiado tiempo, pero este toque también reduce el volumen visual de la pieza. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 PB.72W-3"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155644/Banco-Nelson_-Base-Madera_nogal_01.jpg?v=637708827552100000	no	16	https://store.hermanmiller.com.mx/banco-nelson-base-madera/p?idsku=69	183 cm	Sillas > Bancas	15.1 g
Soporte de monitor Ollin Y95111.CM-2	28_108	6500.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155703/Soporte_de_monitor_Ollin_Blanco_01.jpg?v=637708827906570000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155704/Soporte_de_monitor_Ollin_Blanco_02.jpg?v=637708827909400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155705/Soporte_de_monitor_Ollin_Blanco_03.jpg?v=637708827911730000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155942/Soporte_de_Monitor_Flo_y_Ollin_blanco.jpg?v=637708829067730000	no		Diseñado por Herman Miller		Blanco	"El soporte para computadora portátil y tableta Ollin se integra con los brazos de pantalla Ollin y Flo para brindar los beneficios ergonómicos de un brazo de pantalla cuando se utilizan computadoras portátiles y tabletas. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 Y95111.CM-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155703/Soporte_de_monitor_Ollin_Blanco_01.jpg?v=637708827906570000	no	28	https://store.hermanmiller.com.mx/soporte-de-monitor-ollin/p?idsku=108		Accesorios > Tecnología	1 g
Soporte de monitor Ollin Y95111.CM-1	28_107	6500.00 MXN	1	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155700/Soporte_de_monitor_Ollin_Plata_01.jpg?v=637708827880600000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155701/Soporte_de_monitor_Ollin_Plata_02.jpg?v=637708827895330000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155702/Soporte_de_monitor_Ollin_Plata_03.jpg?v=637708827903600000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155941/Soporte_de_Monitor_Flo_y_Ollin_plata.jpg?v=637708829065830000	no		Diseñado por Herman Miller		Plata	"El soporte para computadora portátil y tableta Ollin se integra con los brazos de pantalla Ollin y Flo para brindar los beneficios ergonómicos de un brazo de pantalla cuando se utilizan computadoras portátiles y tabletas. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 Y95111.CM-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155700/Soporte_de_monitor_Ollin_Plata_01.jpg?v=637708827880600000	no	28	https://store.hermanmiller.com.mx/soporte-de-monitor-ollin/p?idsku=107		Accesorios > Tecnología	1 g
Sayl Gaming AS1SG23AA-4	47_148	20800.00 MXN	9	2	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155979/Sayl-Gaming_thumb_verde.jpg?v=637709716843170000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156178/Sayl-Gaming_verde_01.jpg?v=637710466304700000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156179/Sayl-Gaming_verde_02.jpg?v=637710466841130000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156180/Sayl-Gaming_verde_03.jpg?v=637710467260100000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156181/Sayl-Gaming_verde_04.jpg?v=637710467499230000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156182/Sayl-Gaming_verde_05.jpg?v=637710467808170000	no		Diseñado por Yves Béhar		Verde	"Silla Sayl Gaming Turquesa 
 AS1SG23AA-4"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156178/Sayl-Gaming_verde_01.jpg?v=637710466304700000	no	47	https://store.hermanmiller.com.mx/sayl-gaming/p?idsku=148		Gaming > Sillas Gaming	19 g
Ollin Gaming Y95111G.1CM-1	48_151	6790.00 MXN	3	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155971/Soporte_de_Monitor_Ollin_negro.jpg?v=637708829128530000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156194/Soporte-para-Monitor-Ollin_Gaming_01.jpg?v=637710560447600000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156195/Soporte-para-Monitor-Ollin_Gaming_02.jpg?v=637710561199300000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156196/Soporte-para-Monitor-Ollin_Gaming_03.jpg?v=637710561382530000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156197/Soporte-para-Monitor-Ollin_Gaming_04.jpg?v=637710561532970000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156198/Soporte-para-Monitor-Ollin_Gaming_05.jpg?v=637710561723830000	no		Diseñado por Herman Miller		Negro	"Soporte para monitor Ollin 
 Y95111G.1CM-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156194/Soporte-para-Monitor-Ollin_Gaming_01.jpg?v=637710560447600000	no	48	https://store.hermanmiller.com.mx/ollin-gaming/p?idsku=151		Gaming > Soporte para Monitor Gaming	25 g
Silla Aeron AER1C23DW-31	1_6	30100.00 MXN	12	1	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155467/Aeron_Onyx_1.jpg?v=637708826372870000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155468/Aeron_Onyx_2.jpg?v=637708826384770000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155469/Aeron_Onyx_3.jpg?v=637708826394470000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155470/Aeron_Onyx_4.jpg?v=637708826404500000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155845/Aeron_Onyx.jpg?v=637708828879200000	no		Diseñado por Don Chadwick y Bill Stumpf		Onyx	"Aeron es la combinación perfecta de rendimiento y diseño. Nuestra silla de oficina más vendida aún establece expectativas de comodidad ergonómica más de 20 años después de su lanzamiento.
<a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 AER1C23DW-31"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155467/Aeron_Onyx_1.jpg?v=637708826372870000	no	1	https://store.hermanmiller.com.mx/silla-aeron/p?idsku=6	talla C	Sillas > Sillas para Oficinas	18.9 g
Silla Cosm Alta FLC362SFH-1	5_24	50200.00 MXN	9	2	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155536/Cosm_respaldo_alto_brazo_ajustable_canyon_3.jpg?v=637708826868930000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155537/Cosm_respaldo_alto_brazo_ajustable_canyon_2.jpg?v=637708826871600000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155538/Cosm_respaldo_alto_brazo_ajustable_canyon_1.jpg?v=637708826874400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155539/Cosm_respaldo_alto_brazo_ajustable_canyon_4.jpg?v=637708826876770000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155863/Cosm_Canyon.jpg?v=637708828913470000	no		Diseñado por Studio 7.5	brazo ajustable	Canyon	"El diseño ergonómico de la silla Cosm de respaldo alto te responde instantáneamente, brindándote el equilibrio y el apoyo que necesitas, y una sensación de ligereza que puede hacerte olvidar que estás sentado en una silla. En las opciones ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 FLC362SFH-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155536/Cosm_respaldo_alto_brazo_ajustable_canyon_3.jpg?v=637708826868930000	no	5	https://store.hermanmiller.com.mx/silla-cosm-alta/p?idsku=24		Sillas > Sillas para Oficinas	19 g
Sayl Gaming AS1SG23AA-1	47_145	20100.00 MXN	4	1	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155976/Sayl-Gaming_thumb_negro.jpg?v=637709715788170000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156163/Sayl-Gaming_negro_01.jpg?v=637710457575200000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156164/Sayl-Gaming_negro_02.jpg?v=637710459179000000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156165/Sayl-Gaming_negro_03.jpg?v=637710459409370000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156166/Sayl-Gaming_negro_04.jpg?v=637710459667400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156167/Sayl-Gaming_negro_05.jpg?v=637710460625470000	no		Diseñado por Yves Béhar		Negro	"Silla Sayl Gaming Turquesa 
 AS1SG23AA-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156163/Sayl-Gaming_negro_01.jpg?v=637710457575200000	no	47	https://store.hermanmiller.com.mx/sayl-gaming/p?idsku=145		Gaming > Sillas Gaming	19 g
Silla Aeron AER2B23DW-2	1_7	31400.00 MXN	41	1	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155471/Aeron_C_1.jpg?v=637708826416500000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155472/Aeron_C_2.jpg?v=637708826427630000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155473/Aeron_C_3.jpg?v=637708826438730000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155474/Aeron_C_4.jpg?v=637708826449830000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155846/Aeron_Carbon.jpg?v=637708828881070000	no		Diseñado por Don Chadwick y Bill Stumpf		Carbón	"Aeron es la combinación perfecta de rendimiento y diseño. Nuestra silla de oficina más vendida aún establece expectativas de comodidad ergonómica más de 20 años después de su lanzamiento.
<a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 AER2B23DW-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155471/Aeron_C_1.jpg?v=637708826416500000	no	1	https://store.hermanmiller.com.mx/silla-aeron/p?idsku=7	talla B	Sillas > Sillas para Oficinas	18.9 g
Silla Sayl AS2SA23AA-17	8_44	21500.00 MXN	24	3	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155589/Sayl_negro_2.jpg?v=637711229608200000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155883/Sayl_negro.jpg?v=637708828952430000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156253/Sayl_negro_1.jpg?v=637711253140870000	no		Diseñado por Yves Béhar		Negro	"Usando ingeniería inteligente para transformar materiales simples, la silla Sayl es todo lo que una buena silla de trabajo debe ser: cómoda, hermosa y con una excelente relación calidad-precio. Menos piezas y materiales también significan menos impacto ambiental. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 AS2SA23AA-17"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155589/Sayl_negro_2.jpg?v=637711229608200000	no	8	https://store.hermanmiller.com.mx/silla-sayl/p?idsku=44		Sillas > Sillas para Oficinas	22.4 g
Silla Cosm Alta FLC362SFJ-3	5_28	44200.00 MXN	7	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155547/Cosm_respaldo_alto_brazo_Leaf_nightfall_3.jpg?v=637708826965930000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155548/Cosm_respaldo_alto_brazo_Leaf_nightfall_2.jpg?v=637708826968900000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155549/Cosm_respaldo_alto_brazo_Leaf_nightfall_1.jpg?v=637708826972330000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155550/Cosm_respaldo_alto_brazo_Leaf_nightfall_4.jpg?v=637708826974670000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155867/Cosm_Nightfall.jpg?v=637708828921600000	no		Diseñado por Studio 7.5	brazo Leaf	Nightfall	"El diseño ergonómico de la silla Cosm de respaldo alto te responde instantáneamente, brindándote el equilibrio y el apoyo que necesitas, y una sensación de ligereza que puede hacerte olvidar que estás sentado en una silla. En las opciones ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 FLC362SFJ-3"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155547/Cosm_respaldo_alto_brazo_Leaf_nightfall_3.jpg?v=637708826965930000	no	5	https://store.hermanmiller.com.mx/silla-cosm-alta/p?idsku=28		Sillas > Sillas para Oficinas	19 g
Mesa Nelson X Leg NX100.3684W-1	17_70	65200.00 MXN	1	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155646/Nelson_Mesa_X-Leg_1.jpg?v=637708827566170000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155647/Nelson_Mesa_X-Leg_2.jpg?v=637708827574930000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155648/Nelson_Mesa_X-Leg_4.jpg?v=637708827584630000	no	base cromo trivalente	Diseñado por George Nelson		Walnut	"Con su amplia superficie rectangular y sus robustas patas tubulares, la mesa George Nelson X-Leg permite trabajar y jugar con facilidad. El diseño combina bien con todo, desde sillas de trabajo hasta bancos tapizados. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 NX100.3684W-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155646/Nelson_Mesa_X-Leg_1.jpg?v=637708827566170000	no	17	https://store.hermanmiller.com.mx/mesa-nelson-x-leg/p?idsku=70		Mesas > Mesas de Oficina	1 g
Mesa OE1 HZ515S.2448L-4	19_89	14400.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155670/Mesa_OE1_ash-blanco.jpg?v=637708827729970000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155927/Mesa_y_Carretillo_OE1_blanco.jpg?v=637708829036270000	no		Diseñado por Sam Hecht y Kim Colin		Ash & Blanco	"Para un trabajo ágil: la mesa OE1 une la estética minimalista y la funcionalidad flexible en una forma elegante. Si está buscando llevar un estilo discreto y utilidad a su hogar u oficina, este escritorio espacioso y resistente es para usted. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ515S.2448L-4"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155670/Mesa_OE1_ash-blanco.jpg?v=637708827729970000	no	19	https://store.hermanmiller.com.mx/mesa-oe1/p?idsku=89	76 x 152 cm	Mesas > Mesas de Oficina	41.2 g
Sillón Spun SD660-2	14_63	17200.00 MXN	28	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155637/Spun_Purple_1.jpg?v=637708827529400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155638/Spun_Purple_2.jpg?v=637708827535330000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155902/Spun_dark_purple.jpg?v=637708828989800000	no		Diseñado por Thomas Heatherwick		Purple	"Una nueva versión de los asientos. Desde el barco de Nueva York hasta el Coal Drops Yard de Londres, el trabajo de Thomas Heatherwick suscita dudas dondequiera que esté. La silla giratoria es solo uno de sus atrevidos movimientos. Por sí solo, es como una escultura. Colocado de lado, le permite relajarse, balancearse y girar 360 grados, en interiores o exteriores. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 SD660-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155637/Spun_Purple_1.jpg?v=637708827529400000	no	14	https://store.hermanmiller.com.mx/sillon-spun/p?idsku=63		Sillas > Sillón	14.3 g
Sillón Charles Eames Lounge y Ottoman ES67071-28	13_59	160900.00 MXN	431	35	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155628/Eames_lounge_ottoman_negro_1.jpg?v=637708827490800000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155629/Eames_lounge_ottoman_negro_2.jpg?v=637708827492830000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155630/Eames_lounge_ottoman_negro_3.jpg?v=637708827495200000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155898/Eames_negro.jpg?v=637708828981200000	no		Diseñado por Charles y Ray Eames		Negro	"Un clásico atemporal, el Eames and Ottoman Armchair se lanzó en 1956. En ese momento, no había nada igual, e incluso hoy, no lo hay. No es de extrañar que su diseño haya tenido una gran demanda y producción continua desde su lanzamiento. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 ES67071-28"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155628/Eames_lounge_ottoman_negro_1.jpg?v=637708827490800000	no	13	https://store.hermanmiller.com.mx/sillon-charles-eames-lounge-y-ottoman/p?idsku=59		Sillas > Sillón	1 g
Mesa Motia DV6ATS.3060L04E1-16	20_96	32300.00 MXN	1	1	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155680/Motia_light-ash_1.png?v=637708827789700000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155681/Motia_light-ash_1.png?v=637708827792370000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155934/Mesa_Motia_y_Mini_Motia_Ash.jpg?v=637708829051130000	no		Diseñado por Herman Miller		Light Ash	"Eleve su espacio de trabajo a nuevas alturas: ¿busca mejorar la productividad y la salud? Encuentre más movimiento durante su día de trabajo con el escritorio Motia, una maravilla para sentarse y pararse que lo moverá de estar sentado a pararse (y viceversa) con solo tocar un botón. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 DV6ATS.3060L04E1-16"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155680/Motia_light-ash_1.png?v=637708827789700000	no	20	https://store.hermanmiller.com.mx/mesa-motia/p?idsku=96	61 x 152 cm	Mesas > Sit-to-Stand	47 g
