title	id	price	clicks	unpaid clicks	availability	Dynamic Remarketing - active	Enhanced free listings - active	Enhanced free listings - disapproved or invalid	Free listings - Plus - active	Free listings - Plus - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	country	language	additional image link	adult	bases	brand	brazos	color	description	gtin	identifier exists	image link	is bundle	item group id	link	medidas	product type	shipping weight
Silla Cosm Baja 11111111	7_42	46500.00 MXN	0	0	in stock	MX		MX		MX		MX		MX	Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155585/Cosm_respaldo_bajo_brazo_ajustable_glacier_2.jpg?v=637708827272570000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155586/Cosm_respaldo_bajo_brazo_ajustable_glacier_1.jpg?v=637708827283370000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155881/Cosm_Glacier.jpg?v=637708828948830000	no		Diseñado por Studio 7.5	brazo ajustable	Glacier	"Deje que el diseño delgado y de respuesta instantánea del Mid-Back Cosm le haga olvidar que está sentado en una silla. El soporte y la belleza coexisten en armonía, haciendo de Cosm una escultura funcional. El respaldo medio proporciona soporte escapular y se adapta fácilmente a cualquier ajuste. En las opciones de ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 11111111"	11111111	yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155585/Cosm_respaldo_bajo_brazo_ajustable_glacier_2.jpg?v=637708827272570000	no	7	https://store.hermanmiller.com.mx/silla-cosm-baja/p?idsku=42		Sillas > Sillas para Oficinas	19 g
Perchero Eames - Negro & Walnut HIAOUBK	36_131	9700.00 MXN	1	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155760/Perchero_Eames_Negro_-_Walnut_02.jpg?v=637708828163430000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155761/Perchero_Eames_Negro_-_Walnut_03.jpg?v=637708828166900000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155964/HIA_Eames_negro_y_walnut.png?v=637708829113800000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156265/Perchero_Eames_Negro_-_Walnut_01.jpg?v=637728729577200000	no		Diseñado por Charles y Ray Eames		Blanco & Walnut	"Con su percha, Charles y Ray Eames han convertido la percha ordinaria en algo tan divertido que te lo pensarás dos veces antes de cubrirlo con abrigos. Ofrecido originalmente con ganchos de colores y una base blanca, ahora tenemos opciones monocromáticas y de madera. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HIAOUBK"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156265/Perchero_Eames_Negro_-_Walnut_01.jpg?v=637728729577200000	no	36	https://store.hermanmiller.com.mx/perchero-eames-negro-walnut/p?idsku=131		Decoración > Perchero	1.4 g
Bubble Lamp Tripod H737TS-1	44_140	14400.00 MXN	6	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155777/Bubble_Lamp_Tripod_1.jpg?v=637708828212430000	no		Diseñado por George Nelson			"La luminaria Nelson Lantern Tripod, una luminaria tradicional con forma de linterna sobre un trípode de acero, emite una luz difusa y acogedora. Las atemporales luminarias Nelson Bubble, creadas originalmente en 1952, complementan maravillosamente tanto los entornos contemporáneos como los hogares de mediados de siglo. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 H737TS-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155777/Bubble_Lamp_Tripod_1.jpg?v=637708828212430000	no	44	https://store.hermanmiller.com.mx/bubble-lamp-tripod/p?idsku=140		Decoración > Lámparas de Mesa	1 g
Mesa OE1 HZ515S.2448L-7	19_92	16200.00 MXN	1	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155673/Mesa_OE1_ash-nightfall.jpg?v=637708827753270000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155930/Mesa_y_carretillo_OE1_Nightfall.jpg?v=637708829042230000	no		Diseñado por Sam Hecht y Kim Colin		Ash & Nightfall	"Para un trabajo ágil: la mesa OE1 une la estética minimalista y la funcionalidad flexible en una forma elegante. Si está buscando llevar un estilo discreto y utilidad a su hogar u oficina, este escritorio espacioso y resistente es para usted. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ515S.2448L-7"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155673/Mesa_OE1_ash-nightfall.jpg?v=637708827753270000	no	19	https://store.hermanmiller.com.mx/mesa-oe1/p?idsku=92	76 x 152 cm	Mesas > Mesas de Oficina	41.2 g
Mesa OE1 HZ515S.3060L-2	19_77	16900.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155658/Mesa_OE1_blanco-blanco.jpg?v=637708827631700000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155915/Mesa_y_Carretillo_OE1_blanco.jpg?v=637708829013600000	no		Diseñado por Sam Hecht y Kim Colin		Blanca & Blanca	"Para un trabajo ágil: la mesa OE1 une la estética minimalista y la funcionalidad flexible en una forma elegante. Si está buscando llevar un estilo discreto y utilidad a su hogar u oficina, este escritorio espacioso y resistente es para usted. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ515S.3060L-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155658/Mesa_OE1_blanco-blanco.jpg?v=637708827631700000	no	19	https://store.hermanmiller.com.mx/mesa-oe1/p?idsku=77	76 x 152 cm	Mesas > Mesas de Oficina	41.2 g
Silla Mirra 2 Triflex MRF223AWAP-13	3_15	26700.00 MXN	68	10	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155505/Mirra_2_Triflex_blanco_3.jpg?v=637708826721430000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155506/Mirra_2_Triflex_blanco_2.jpg?v=637708826724230000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155507/Mirra_2_Triflex_blanco_1.jpg?v=637708826729730000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155855/Mirra_blanco.jpg?v=637708828898300000	no		Diseñado por Studio 7.5		Blanco	"La silla de oficina Mirra 2 es como una gran zapatilla para correr: se mueve contigo, brindándote todo el apoyo que necesitas para seguir adelante, sin cansarse. Las opciones de color y el diseño elegante hacen que Mirra 2 se adapte a cualquier entorno. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 MRF223AWAP-13"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155505/Mirra_2_Triflex_blanco_3.jpg?v=637708826721430000	no	3	https://store.hermanmiller.com.mx/silla-mirra-2-triflex/p?idsku=15		Sillas > Sillas para Oficinas	19 g
Mesa OE1 HZ515S.3060L-4	19_80	18700.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155661/Mesa_OE1_blanca-nightfall.jpg?v=637708827658300000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155918/Mesa_y_carretillo_OE1_Nightfall.jpg?v=637708829018470000	no		Diseñado por Sam Hecht y Kim Colin		Blanca & Nightfall	"Para un trabajo ágil: la mesa OE1 une la estética minimalista y la funcionalidad flexible en una forma elegante. Si está buscando llevar un estilo discreto y utilidad a su hogar u oficina, este escritorio espacioso y resistente es para usted. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ515S.3060L-4"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155661/Mesa_OE1_blanca-nightfall.jpg?v=637708827658300000	no	19	https://store.hermanmiller.com.mx/mesa-oe1/p?idsku=80	76 x 152 cm	Mesas > Mesas de Oficina	41.2 g
Perchero Eames - Pride HIAPRD91	38_133	7500.00 MXN	7	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155766/Perchero_Eames_Pride_02.jpg?v=637708828182400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155966/HIA_Eames_Pride.jpg?v=637708829117730000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156267/Perchero_Eames_Pride_01.jpg?v=637728730786500000	no		Diseñado por Charles y Ray Eames		Pride	"Celebra todo lo que eres, todos los días. El perchero Eames Hang-It-All, creado originalmente en 1953 para dormitorios de niños, ahora presenta colores del arco iris, inspirados en LGBTQ + Pride. Cuelgue con orgullo el suyo para mostrar su apoyo a la comunidad LGBTQ +. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HIAPRD91"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156267/Perchero_Eames_Pride_01.jpg?v=637728730786500000	no	38	https://store.hermanmiller.com.mx/perchero-eames-pride/p?idsku=133		Decoración > Perchero	1.4 g
Carretilla OE1 - Cajón superior + estante inferior HZ820.2011DSNN-3	32_119	12500.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155737/Carretilla_OE1_cajon_superior_-_estante_inferior_blanco_01.png?v=637708828063330000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155738/Carretilla_OE1_cajon_superior_-_estante_inferior_blanco_02.png?v=637708828066000000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155739/Carretilla_OE1_cajon_superior_-_estante_inferior_blanco_03.png?v=637708828068200000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155740/Carretilla_OE1_cajon_superior_-_estante_inferior_blanco_04.png?v=637708828071000000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155952/Mesa_y_Carretillo_OE1_blanco.jpg?v=637708829090700000	no		Diseñado por Sam Hecht y Kim Colin		Blanco	"Para un trabajo ágil, obtenga un almacenamiento que vaya con el flujo. Diseñado con flexibilidad y usos versátiles en mente, este moderno carrito de oficina ofrece almacenamiento personal sobre la marcha en un perfil delgado y minimalista. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ820.2011DSNN-3"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155737/Carretilla_OE1_cajon_superior_-_estante_inferior_blanco_01.png?v=637708828063330000	no	32	https://store.hermanmiller.com.mx/carretilla-oe1-cajon-superior-estante-inferior/p?idsku=119		Accesorios > Carritos de Almacenamiento	1 g
Silla Cosm Baja FLC342SFP-10	7_37	44000.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155574/Cosm_respaldo_bajo_brazo_fijo_nightfall_1.jpg?v=637708827175670000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155575/Cosm_respaldo_bajo_brazo_fijo_nightfall_2.jpg?v=637708827180830000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155576/Cosm_respaldo_bajo_brazo_fijo_nightfall_3.png?v=637708827188700000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155876/Cosm_Nightfall.jpg?v=637708828939300000	no		Diseñado por Studio 7.5	brazo fijo	Nightfall	"Deje que el diseño delgado y de respuesta instantánea del Mid-Back Cosm le haga olvidar que está sentado en una silla. El soporte y la belleza coexisten en armonía, haciendo de Cosm una escultura funcional. El respaldo medio proporciona soporte escapular y se adapta fácilmente a cualquier ajuste. En las opciones de ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 FLC342SFP-10"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155574/Cosm_respaldo_bajo_brazo_fijo_nightfall_1.jpg?v=637708827175670000	no	7	https://store.hermanmiller.com.mx/silla-cosm-baja/p?idsku=37		Sillas > Sillas para Oficinas	19 g
Banco Nelson - Base Madera PB.60W-2	16_66	48800.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155641/Banco-Nelson_-Base-Madera_maple_01.jpg?v=637708827542370000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155905/Banco_Nelson_Maple.jpg?v=637708828995000000	no		Diseñado por George Nelson		Maple	"Este banco con patas de metal o, alternativamente, una base de madera con bisagras, sigue siendo tan relevante hoy como lo fue en 1946, cuando George Nelson lo diseñó. Nelson creó su banco de listones para disuadir a las personas de sentarse durante demasiado tiempo, pero este toque también reduce el volumen visual de la pieza. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 PB.60W-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155641/Banco-Nelson_-Base-Madera_maple_01.jpg?v=637708827542370000	no	16	https://store.hermanmiller.com.mx/banco-nelson-base-madera/p?idsku=66	152 cm	Sillas > Bancas	15.1 g
Silla Verus PIA2B425HA-5	10_52	21500.00 MXN	27	6	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155611/Verus_fog_1.png?v=637708827406970000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155612/Verus_fog_2.png?v=637708827411800000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155891/Verus_fog.jpg?v=637708828968870000	no		Diseñado por Herman Miller		Fog	"Redefiniendo el concepto de una silla de trabajo asequible, Verus ofrece comodidad a corto y largo plazo, además de un soporte ergonómico adecuado, a un precio asequible. Esencial en su forma, la silla contribuye discretamente a la apariencia de cualquier habitación. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 PIA2B425HA-5"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155611/Verus_fog_1.png?v=637708827406970000	no	10	https://store.hermanmiller.com.mx/silla-verus/p?idsku=52		Sillas > Sillas para Oficinas	17.2 g
Soporte de monitor Flo Y91171.CM-2	27_106	5800.00 MXN	1	2	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155697/Soporte_de_monitor_Flo_blanco_01.jpg?v=637708827862470000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155698/Soporte_de_monitor_Flo_blanco_02.jpg?v=637708827864970000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155699/Soporte_de_monitor_Flo_blanco_03.jpg?v=637708827868870000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155940/Soporte_de_Monitor_Flo_y_Ollin_blanco.jpg?v=637708829063800000	no		Diseñado por Herman Miller		Blanco	"El soporte para monitor Flo le permite colocar la pantalla vertical, horizontalmente o en un ángulo que necesite para reducir la fatiga visual y fomentar una postura de trabajo más saludable. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 Y91171.CM-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155697/Soporte_de_monitor_Flo_blanco_01.jpg?v=637708827862470000	no	27	https://store.hermanmiller.com.mx/soporte-de-monitor-flo/p?idsku=106		Accesorios > Tecnología	2.6 g
Bubble Lamp Propeller PROP10-1	42_138	16200.00 MXN	1	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155773/Bubble_Lamp_Propeller_1.jpg?v=637708828198970000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155774/Bubble_Lamp_Propeller_2.jpg?v=637708828202730000	no		Diseñado por George Nelson			"Bubble Propeller, una lámpara colgante tallada en ángulo, agrega encanto a cualquier habitación con su luz suave y difusa. Las atemporales luminarias Nelson Bubble, diseñadas en 1952, son una hermosa adición a las habitaciones contemporáneas. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 PROP10-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155773/Bubble_Lamp_Propeller_1.jpg?v=637708828198970000	no	42	https://store.hermanmiller.com.mx/bubble-lamp-propeller/p?idsku=138		Decoración > Lámparas colgantes	1 g
Carretilla OE1 - Cajón superior y Cajón basculante inferior HZ820.2011DTNF-4	33_128	17600.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155752/Carretilla_OE1_cajon_superior_-_estante_basculante_negro_01.png?v=637708828109000000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155961/Carretillo_OE1_negro.jpg?v=637708829106630000	no		Diseñado por Sam Hecht y Kim Colin		Negro	"Para un trabajo ágil, obtenga un almacenamiento que vaya con el flujo. Diseñado con flexibilidad y usos versátiles en mente, este moderno carrito de oficina ofrece almacenamiento personal sobre la marcha en un perfil delgado y minimalista. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ820.2011DTNF-4"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155752/Carretilla_OE1_cajon_superior_-_estante_basculante_negro_01.png?v=637708828109000000	no	33	https://store.hermanmiller.com.mx/carretilla-oe1-cajon-superior-y-cajon-basculante-inferior/p?idsku=128		Accesorios > Carritos de Almacenamiento	1 g
Silla Cosm Media FLC352SFH-2	6_31	44200.00 MXN	0	4	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155555/Cosm_respaldo_medio_brazo_ajustable_canyon_2.jpg?v=637708827015030000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155556/Cosm_respaldo_medio_brazo_ajustable_canyon_1.jpg?v=637708827025670000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155557/Cosm_respaldo_medio_brazo_ajustable_canyon_3.jpg?v=637708827031430000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155870/Cosm_Canyon.jpg?v=637708828927230000	no		Diseñado por Studio 7.5	brazo ajustable	Canyon	"Deje que el diseño delgado y de respuesta instantánea del Mid-Back Cosm le haga olvidar que está sentado en una silla. El soporte y la belleza coexisten en armonía, haciendo de Cosm una escultura funcional. El respaldo medio proporciona soporte escapular y se adapta fácilmente a cualquier ajuste. En las opciones de ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 FLC352SFH-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155555/Cosm_respaldo_medio_brazo_ajustable_canyon_2.jpg?v=637708827015030000	no	6	https://store.hermanmiller.com.mx/silla-cosm-media/p?idsku=31		Sillas > Sillas para Oficinas	19 g
Banco Nelson -Base Metálica PB.72M-2	15_68	52200.00 MXN	1	1	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155643/Banco-Nelson_-Base-Metalica_maple_01.jpg?v=637708827548800000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155907/Banco_Nelson_Maple.jpg?v=637708828998430000	no		Diseñado por George Nelson		Maple	"Este banco con patas de metal o, alternativamente, una base de madera con bisagras, sigue siendo tan relevante hoy como lo fue en 1946, cuando George Nelson lo diseñó. Nelson creó su banco de listones para disuadir a las personas de sentarse durante demasiado tiempo, pero este toque también reduce el volumen visual de la pieza. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 PB.72M-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155643/Banco-Nelson_-Base-Metalica_maple_01.jpg?v=637708827548800000	no	15	https://store.hermanmiller.com.mx/banco-nelson-base-metalica/p?idsku=68	183 cm	Sillas > Bancas	15.1 g
Mesa Eames LTRT.5M-2	22_100	7400.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155686/Eames_Wire_Table_negro_01.png?v=637708827820070000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155938/Mesa_Eames_Wire_negro.jpg?v=637708829060070000	no		Diseñado por Charles y Ray Eames		Negro	"A finales de la década de 1940, Charles y Ray Eames experimentaron con una técnica de producción en masa para soldar hilos de alambre, una innovación que dio como resultado muchas piezas, incluida la mesa de alambre de base baja. Esta mesa ligera es multifuncional y práctica en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 LTRT.5M-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155686/Eames_Wire_Table_negro_01.png?v=637708827820070000	no	22	https://store.hermanmiller.com.mx/mesa-eames/p?idsku=100		Mesas > Mesas Auxiliar	1 g
Mesa Motia DV6ATS.3060L04E1-10	20_95	32300.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155678/Motia_blanca_1.jpg?v=637708827784400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155679/Motia_blanca_2.jpg?v=637708827786900000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155933/Mesa_Motia_blanco.jpg?v=637708829048330000	no		Diseñado por Herman Miller		Blanco	"Eleve su espacio de trabajo a nuevas alturas: ¿busca mejorar la productividad y la salud? Encuentre más movimiento durante su día de trabajo con el escritorio Motia, una maravilla para sentarse y pararse que lo moverá de estar sentado a pararse (y viceversa) con solo tocar un botón. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 DV6ATS.3060L04E1-10"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155678/Motia_blanca_1.jpg?v=637708827784400000	no	20	https://store.hermanmiller.com.mx/mesa-motia/p?idsku=95	76 x 152 cm	Mesas > Sit-to-Stand	47 g
Perchero Eames - Blanco HIA9191	35_130	6400.00 MXN	4	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155757/Perchero_Eames_Blanco_-_Blanco_02.jpg?v=637708828144530000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155758/Perchero_Eames_Blanco_-_Blanco_03.jpg?v=637708828154370000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155963/HIA_Eames_blanco.jpg?v=637708829111930000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156263/Perchero_Eames_Blanco_-_Blanco_01.jpg?v=637728727617500000	no		Diseñado por Charles y Ray Eames		Blanco	"Con su percha, Charles y Ray Eames han convertido la percha ordinaria en algo tan divertido que te lo pensarás dos veces antes de cubrirlo con abrigos. Ofrecido originalmente con ganchos de colores y una base blanca, ahora tenemos opciones monocromáticas y de madera. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HIA9191"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156263/Perchero_Eames_Blanco_-_Blanco_01.jpg?v=637728727617500000	no	35	https://store.hermanmiller.com.mx/perchero-eames-blanco/p?idsku=130		Decoración > Perchero	1.4 g
Mesa OE1 HZ515S.2448L-5	19_90	16200.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155671/Mesa_OE1_ash-canyon.jpg?v=637708827738730000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155928/Mesa_y_Carretillo_OE1_Canyon.jpg?v=637708829037830000	no		Diseñado por Sam Hecht y Kim Colin		Ash & Canyon	"Para un trabajo ágil: la mesa OE1 une la estética minimalista y la funcionalidad flexible en una forma elegante. Si está buscando llevar un estilo discreto y utilidad a su hogar u oficina, este escritorio espacioso y resistente es para usted. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ515S.2448L-5"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155671/Mesa_OE1_ash-canyon.jpg?v=637708827738730000	no	19	https://store.hermanmiller.com.mx/mesa-oe1/p?idsku=90	76 x 152 cm	Mesas > Mesas de Oficina	41.2 g
Silla Cosm Baja FLC142SFP-10	7_33	41200.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155561/Cosm_respaldo_bajo_brazo_fijo_carbon_2.png?v=637709707086170000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155563/Cosm_respaldo_bajo_brazo_fijo_carbon_3.png?v=637708827089800000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155872/Cosm_carbono.jpg?v=637708828930700000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156261/Cosm_respaldo_bajo_brazo_fijo_carbon_1.jpg?v=637728720368900000	no		Diseñado por Studio 7.5	brazo fijo	Carbón	"Deje que el diseño delgado y de respuesta instantánea del Mid-Back Cosm le haga olvidar que está sentado en una silla. El soporte y la belleza coexisten en armonía, haciendo de Cosm una escultura funcional. El respaldo medio proporciona soporte escapular y se adapta fácilmente a cualquier ajuste. En las opciones de ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 FLC142SFP-10"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156261/Cosm_respaldo_bajo_brazo_fijo_carbon_1.jpg?v=637728720368900000	no	7	https://store.hermanmiller.com.mx/silla-cosm-baja/p?idsku=33		Sillas > Sillas para Oficinas	19 g
Mesa Motia DV6ATS.3048L04E1-5	20_97	30400.00 MXN	7	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155682/Motia_light-ash_1.png?v=637708827794700000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155683/Motia_light-ash_1.png?v=637708827797400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155935/Mesa_Motia_y_Mini_Motia_Ash.jpg?v=637708829053170000	no		Diseñado por Herman Miller		Light Ash	"Eleve su espacio de trabajo a nuevas alturas: ¿busca mejorar la productividad y la salud? Encuentre más movimiento durante su día de trabajo con el escritorio Motia, una maravilla para sentarse y pararse que lo moverá de estar sentado a pararse (y viceversa) con solo tocar un botón. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 DV6ATS.3048L04E1-5"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155682/Motia_light-ash_1.png?v=637708827794700000	no	20	https://store.hermanmiller.com.mx/mesa-motia/p?idsku=97	76 x 122 cm	Mesas > Sit-to-Stand	47 g
